# 日本語版 Wikipedia「IARC発がん性リスク一覧」から取った 英語名 → 日本語名（2026-09-07）
Cobalt metal with tungsten carbide	金属コバルト（タングステンカーバイドを含む）調製に従事	グループ2A
Hairdresser or barber (occupational exposure as a)	美容・理容に従事	グループ2A
Petroleum refining (occupational exposures in)	石油精製に従事	グループ2A
Sunlamps and sunbeds (use of)	日焼けランプの照射	グループ2A
Shiftwork that involves circadian disruption	シフト勤務	グループ2A
2-Amino-9H-pyrido[2,3-b]indole	AαC	グループ2B
Acetaldehyde	アセトアルデヒド	グループ2B
Acetamide	アセタミド	グループ2B
Acrylonitrile	アクリロニトリル	グループ2B
2-(2-Furyl)-3-(5-nitro-2-furyl)acrylamide	AF-2	グループ2B
Aflatoxin M1	アフラトキシンM1	グループ2B
para-Aminoazobenzene	パラアミノアゾベンゼン	グループ2B
ortho-Aminoazotoluene	オルトアミノアゾトルエン	グループ2B
2-Amino-5-(5-nitro-2-furyl)-1,3,4-thiadiazole	2-アミノ-5-(5-ニトロ-2-フリル)-1,3,4-チアジアゾール	グループ2B
Amsacrine	アムサクリン	グループ2B
ortho-Anisidine	オルトアニシジン	グループ2B
Antimony trioxide	三酸化アンチモン	グループ2B
Aramite®	アラマイト	グループ2B
Auramine	オーラミン	グループ2B
Azaserine	アザセリン	グループ2B
Aziridine	アジリジン	グループ2B
Benzo[b]fluoranthene	ベンゾ(b)フルオランテン	グループ2B
Benzo[j]fluoranthene	ベンゾ(j)フルオランテン	グループ2B
Benzo[k]fluoranthene	ベンゾ(k)フルオランテン	グループ2B
Benzofuran	ベンゾフラン	グループ2B
Benzyl violet 4B	ベンジルバイオレット4B	グループ2B
2,2-Bis(bromomethyl)propane-1,3-diol	2,2-ビス(ブロモメチル)プロパン-1,3-ジオール	グループ2B
Bleomycins	ブレオマイシン	グループ2B
Bracken fern	ワラビ属のシダ	グループ2B
Bromodichloromethane	ブロモジクロロメタン	グループ2B
Butylated hydroxyanisole, BHA	ブチル化ヒドロキシアニソール	グループ2B
β-Butyrolactone	β-ブチロラクトン	グループ2B
Caffeic acid	コーヒー酸	グループ2B
Carbon black	カーボンブラック	グループ2B
Carbon tetrachloride	四塩化炭素	グループ2B
Catechol	カテコール	グループ2B
Chlordane	クロルデン	グループ2B
Chlordecone, Kepone	クロルデコン（ケポン）	グループ2B
Chlorendic acid	クロレンド酸	グループ2B
para-Chloroaniline	パラクロロアニリン	グループ2B
3-Chloro-4-(dichloromethyl)-5-hydroxy-2(5H)-furanone	3-クロロ-4-(ジクロロメチル)-5-ヒドロキシ-2(5H)-フラノン	グループ2B
Chloroform	クロロホルム	グループ2B
1-Chloro-2-methylpropene	1-クロロ-2-メチルプロパン	グループ2B
Chlorophenoxy herbicides	クロロフェノキシ系除草剤	グループ2B
4-Chloro-ortho-phenylenediamine	4-クロロ-オルトフェニレンジアミン	グループ2B
Chloroprene	クロロプレン	グループ2B
Chlorothalonil	クロロタロニル	グループ2B
CI Acid Red 114	CIアシッドレッド114	グループ2B
CI Basic Red 9	CIベーシックレッド9	グループ2B
CI Direct Blue 15	CIダイレクトブルー15	グループ2B
Citrus Red No. 2	シトラスレッドナンバー2	グループ2B
Cobalt	コバルト	グループ2B
Cobalt sulfate	硫酸コバルト	グループ2B
para-Cresidine	パラクレシジン	グループ2B
Cycasin	サイカシン	グループ2B
Dacarbazine	ダカルバジン	グループ2B
Dantron, Chrysazin, 1,8-Dihydroxyanthraquinone	ダントロン（クリサジン、1-8-ジヒドロキシアントラキノン）	グループ2B
Daunomycin	ダウノマイシン	グループ2B
N,N'-Diacetylbenzidine	N,N'-ジアセチルベンジジン	グループ2B
2,4-Diaminoanisole	2,4-ジアミノアニソール	グループ2B
4,4'-Diaminodiphenyl ether	4,4'-ジアミノジフェニルエーテル	グループ2B
2,4-Diaminotoluene	2,4-ジアミノトルエン	グループ2B
Dibenz[a,h]acridine	ジベンズ(a,h)アクリジン	グループ2B
Dibenz[a,j]acridine	ジベンズ(a,j)アクリジン	グループ2B
7H-Dibenzo[c,g]carbazole	7H-ジベンゾ(c,g)カルバゾール	グループ2B
Dibenzo[a,e]pyrene	ジベンゾ(a,e)ピレン	グループ2B
Dibenzo[a,h]pyrene	ジベンゾ(a,h)ピレン	グループ2B
Dibenzo[a,i]pyrene	ジベンゾ(a,i)ピレン	グループ2B
Dibenzo[a,l]pyrene	ジベンゾ(a,l)ピレン	グループ2B
1,2-Dibromo-3-chloropropane	1,2-ジブロモ-3-クロロプロパン	グループ2B
2,3-Dibromopropan-1-ol	2,3-ジブロモプロパン-1-オール	グループ2B
Dichloroacetic acid	ジクロロ酢酸	グループ2B
para-Dichlorobenzene	パラジクロロベンゼン	グループ2B
3,3'-Dichlorobenzidine	3,3'ジクロロベンジジン	グループ2B
3,3'-Dichloro-4,4'-diaminodiphenyl ether	3,3'-ジクロロ-4,4'-ジアミノジフェニルエーテル	グループ2B
1,2-Dichloroethane	1,2-ジクロロエタン	グループ2B
1,3-Dichloropropene	1,3-ジクロロプロパン	グループ2B
Dichlorvos	ジクロルボス	グループ2B
1,2-Diethylhydrazine	1,2-ジエチルヒドラジン	グループ2B
Diglycidyl resorcinol ether	ジグリシジルレゾルシノールエーテル	グループ2B
Dihydrosafrole	ジヒドロサフロール	グループ2B
Diisopropyl sulfate	ジイソプロピルスルフィド	グループ2B
3,3'-Dimethoxybenzidine, ortho-Dianisidine	3,3'-ジメトキシベンジジン（オルトジアニシジン）	グループ2B
para-Dimethylaminoazobenzene	パラジメチルアミノアゾベンゼン	グループ2B
trans-2-[(Dimethylamino)methylimino]-5-[2-(5-nitro-2-furyl)-vinyl]-1,3,4-oxadiazole	トランス-2-((ジメチルアミノ)メチルイミノ)-5-(2-(5-ニトロ-2-フリル)ビニル)-1,3,4-オキサジアゾール	グループ2B
2,6-Dimethylaniline, 2,6-Xylidine	2,6-ジメチルアニリン（2,6-キシリジン）	グループ2B
3,3'-Dimethylbenzidine, ortho-Tolidine	3,3'-ジメチルベンジジン（オルトトリジン）	グループ2B
1,1-Dimethylhydrazine	1,1-ジメチルヒドラジン	グループ2B
3,7-Dinitrofluoranthene	3,7-ジニトロフルオランテン	グループ2B
3,9-Dinitrofluoranthene	3,9-ジニトロフルオランテン	グループ2B
1,6-Dinitropyrene	1,6-ジニトロピレン	グループ2B
1,8-Dinitropyrene	1,8-ジニトロピレン	グループ2B
2,4-Dinitrotoluene	2,4-ジニトロピレン	グループ2B
2,6-Dinitrotoluene	2,6-ジニトロトルエン	グループ2B
1,4-Dioxane	ジオキサン	グループ2B
Disperse Blue 1	ジスパースブルー1	グループ2B
1,2-Epoxybutane	1,2-エポキシブタン	グループ2B
Ethyl acrylate	アクリル酸エチル	グループ2B
Ethylbenzene	エチルベンゼン	グループ2B
Ethyl methanesulfonate	メタンスルホン酸エチル	グループ2B
Metallic cobalt, metallic nickel and an alloy powder containing 66-67% nickel, 13-16% chromium and 7% iron	組織内に埋め込まれた異物 (Foreign bodies, implanted in tissues)  - ポリグリコール酸以外のフィルム状高分子 (Polymeric, prepared as thin smooth films (with the exception of poly(glycolic acid))  - フィルム状金属 (Metallic, prepared as thin smooth films)  - 金属コバルト、金属ニッケル、および、ニッケル (66-67%)・クロム (13-16%)・鉄 (7%) からなる合金の粉末	グループ2B
2-(2-Formylhydrazino)-4-(5-nitro-2-furyl)thiazole	2-(2-ホルミルヒドラジノ)-4-(5-ニトロ-2-フリル)チアゾール	グループ2B
Fumonisin B1	フモニシンB1	グループ2B
Furan	フラン	グループ2B
2-Amino-6-methyldipyrido[1,2-a:3',2'-d]imidazole	Glu-P-1	グループ2B
2-Aminodipyrido[1,2-a:3',2'-d]imidazole	Glu-P-2	グループ2B
Glycidaldehyde	グリシンアルデヒド	グループ2B
Griseofulvin	グリセオフルビン	グループ2B
HC Blue No. 1	HCブルーナンバー1	グループ2B
Heptachlor	ヘプタクロル	グループ2B
Hexachlorobenzene	ヘキサクロロベンゼン	グループ2B
Hexachloroethane	ヘキサクロロエタン	グループ2B
Hexachlorocyclohexanes	ヘキサクロロシクロヘキサン類	グループ2B
Hexamethylphosphoramide	ヘキサメチルリン酸トリアミド	グループ2B
Human immunodeficiency virus type 2 (infection with)	HIV-2ウイルスの感染	グループ2B
Human papillomaviruses: some types other than 16, 18, 31 and 33	ヒト-パピローマウイルス：16型、18型、31型及び33型を除く	グループ2B
Hydrazine	ヒドラジン	グループ2B
1-Hydroxyanthraquinone	1-ヒドロキシアントラキノン	グループ2B
Indeno[1,2,3-cd]pyrene	インデノ(1,2,3-cd)ピレン	グループ2B
Iron-dextran complex	鉄-デキストラン錯体	グループ2B
Isoprene	イソプレン	グループ2B
Lasiocarpine	ラシオカルピン	グループ2B
Lead	鉛	グループ2B
Magenta	マゼンタ	グループ2B
Magnetic fields (extremely low-frequency)	低周波磁場	グループ2B
2-Amino-3-methyl-9H-pyrido[2,3-b]indole	MeAαC	グループ2B
Medroxyprogesterone acetate	酢酸メドロキシプロゲステロン	グループ2B
2-Amino-3,4-dimethylimidazo[4,5-f]quinoline	MeIQ	グループ2B
2-Amino-3,8-dimethylimidazo[4,5-f]quinoxaline	MeIQx	グループ2B
Merphalan	メルファラン	グループ2B
2-Methylaziridine, Propyleneimine	2-メチルアジリジン（プロピレンイミン）	グループ2B
Methylazoxymethanol acetate	メチルアゾキシメタノール酢酸	グループ2B
5-Methylchrysene	5-メチルクリセン	グループ2B
4,4'-Methylene bis(2-methylaniline)	4,4'-メチレンビス(2-メチルアニリン)	グループ2B
4,4'-Methylenedianiline	4,4'-メチレンジアニリン	グループ2B
methyl isobutyl ketone	メチルイソブチルケトン	グループ2B
Methylmercury compounds	メチル水銀化合物	グループ2B
2-Methyl-1-nitroanthraquinone	2-メチル-1-ニトロアントラキノン	グループ2B
N-Methyl-N-nitrosourethane	N-メチル-N-ニトロソウレタン	グループ2B
Methylthiouracil	メチルチオウラシル	グループ2B
Metronidazole	メトロニダゾール	グループ2B
Mirex	マイレックス	グループ2B
Mitomycin C	マイトマイシンC	グループ2B
Mitoxantrone	ミトキサントロン	グループ2B
Monocrotaline	モノクロタリン	グループ2B
5-(Morpholinomethyl)-3-[(5-nitrofurfurylidene)amino]-2-oxazolidinone	5-(モルフォリノメチル)-3-((5-ニトロフルフリデン)アミノ)-2-オキサゾリジノン	グループ2B
Nafenopin	ナフェノピン	グループ2B
Naphthalene	ナフタレン	グループ2B
Nickel, metallic	金属ニッケル	グループ2B
Niridazole	ニリダゾール	グループ2B
Nitrilotriacetic acid	ニトリロトリ酢酸	グループ2B
5-Nitroacenaphthene	5-ニトロアセナフテン	グループ2B
2-Nitroanisole	2-ニトロアニソール	グループ2B
Nitrobenzene	ニトロベンゼン	グループ2B
Nitrofen	ニトロフェン	グループ2B
2-Nitrofluorene	2-ニトロフルオレン	グループ2B
1-[(5-Nitrofurfurylidene)amino]-2-imidazolidinone	1-((5-ニトロフルフリデン)アミノ)-2-イミダゾリジノン	グループ2B
N-[4-(5-Nitro-2-furyl)-2-thiazolyl]acetamide	N-(4-(5-ニトロ-2-フリル)-2-チアゾリル)アセタミド	グループ2B
Nitrogen mustard N-oxide	窒素マスタードN-オキシド	グループ2B
Nitromethane	ニトロメタン	グループ2B
2-Nitropropane	2-ニトロプロパン	グループ2B
4-Nitropyrene	4-ニトロピレン	グループ2B
N-Nitrosodi-n-butylamine	N-ニトロソジ-n-ブチルアミン	グループ2B
N-Nitrosodiethanolamine	N-ニトロソジエタノールアミン	グループ2B
N-Nitrosodi-n-propylamine	N-ニトロソジ-n-プロピルアミン	グループ2B
3-(N-Nitrosomethylamino)propionitrile	3-(N-ニトロソメチルアミノ)プロピオニトリル	グループ2B
4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone, NNK	4-(N-ニトロソメチルアミノ)-1-(3-ピリジル)-1-ブタノン	グループ2B
N-Nitrosomethylethylamine	N-ニトロソメチルエチルアミン	グループ2B
N-Nitrosomethylvinylamine	N-ニトロソメチルビニルアミン	グループ2B
N-Nitrosomorpholine	N-ニトロソモルホリン	グループ2B
N'-Nitrosonornicotine	N'-ニトロソノルニコチン	グループ2B
N-Nitrosopiperidine	N-ニトロソピペリジン	グループ2B
N-Nitrosopyrrolidine	N-ニトロソピロリジン	グループ2B
N-Nitrososarcosine	N-ニトロソサルコシン	グループ2B
Ochratoxin A	オクラトキシンA	グループ2B
Oestrogen-progestogen therapy, postmenopausal (Vol. 72; 1999)	エストロゲン-プロゲステロン療法	グループ2B
Oil Orange SS	オイルオレンジSS	グループ2B
Oxazepam	オキサゼパム	グループ2B
Palygorskite, attapulgite	パリゴルスキー石（アタパルジャイト）	グループ2B
Panfuran S, containing dihydroxymethylfuratrizine	ジヒドロキシメチルフラトリジンを含むパンフランS	グループ2B
Phenazopyridine hydrochloride	塩酸フェナゾピリジン	グループ2B
Phenobarbital	フェノバルビタール	グループ2B
Phenolphthalein	フェノールフタレイン	グループ2B
Phenoxybenzamine hydrochloride	塩酸フェノキシベンザミン	グループ2B
Phenyl glycidyl ether	フェニルグリシジルエーテル	グループ2B
Phenytoin	フェニトイン	グループ2B
2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine	PhIP	グループ2B
Polychlorophenols and their sodium salts, mixed exposures	ポリ塩化フェノール類およびそのナトリウム塩への混合暴露	グループ2B
Ponceau MX	ポンソーMX	グループ2B
Ponceau 3R	ポンソー3R	グループ2B
Potassium bromate	臭素酸カリウム	グループ2B
Progestins	プロゲスチン類	グループ2B
Progestogen-only contraceptives	プロゲストロゲンのみの避妊薬	グループ2B
β-Propiolactone	β-プロピオラクトン	グループ2B
Propylene oxide	酸化プロピレン	グループ2B
Propylthiouracil	プロピルチオウラシル	グループ2B
Refractory ceramic fibres	耐火性セラミック繊維	グループ2B
Riddelliine	リデリイン	グループ2B
Safrole	サフロール	グループ2B
Schistosoma japonicum (infection with)	日本住血吸虫感染	グループ2B
Sodium ortho-phenylphenate	オルトフェニルフェノールナトリウム	グループ2B
Special-purpose fibres such as E-glass and '475' glass fibres	E ガラス及び '475' ガラスを含む特殊用途ガラス繊維	グループ2B
Sterigmatocystin	ステリグマトシスチン	グループ2B
Streptozotocin	ストレプトゾトシン	グループ2B
Styrene	スチレン	グループ2B
Sulfallate	スルファレート	グループ2B
Tetranitromethane	テトラニトロメタン	グループ2B
Thioacetamide	チオアセタミド	グループ2B
4,4'-Thiodianiline	4,4'-チオニアニリン	グループ2B
Thiouracil	チオウラシル	グループ2B
Titanium dioxide	二酸化チタン	グループ2B
Toluene diisocyanates	トルエンジイソシアナート類	グループ2B
Trichlormethine, Trimustine hydrochloride	トリクロロメチン（トリムスチン塩酸塩）	グループ2B
3-Amino-1,4-dimethyl-5H-pyrido[4,3-b]indole	Trp-P-1	グループ2B
3-Amino-1-methyl-5H-pyrido[4,3-b]indole	Trp-P-2	グループ2B
Trypan blue	トリパンブルー	グループ2B
Uracil mustard	ウラシルマスタード	グループ2B
Urethane	ウレタン	グループ2B
Vanadium pentoxide	五酸化バナジウム	グループ2B
Vinyl acetate	酢酸ビニル	グループ2B
4-Vinylcyclohexene	4-ビニルシクロヘキセン	グループ2B
4-Vinylcyclohexene diepoxide	4-ビニルシクロヘキセンジエポキシド	グループ2B
Zalcitabine	ザルシタビン	グループ2B
Zidovudine	ジドブジン	グループ2B
Bitumens, extracts of steam-refined and air-refined	蒸気精錬及び空気精錬により抽出された瀝青	グループ2B
Carrageenan, degraded	減成したカラギーナン	グループ2B
Chlorinated paraffins of average carbon chain length C12 and average degree of chlorination approximately 60%	平均炭素鎖長C12及び平均塩素化率約60%の塩素化パラフィン	グループ2B
Diesel fuel, marine	船舶用ディーゼル燃料	グループ2B
Engine exhaust, gasoline	ガソリンエンジンの排気ガス	グループ2B
Fuel oils, residual (heavy)	重油	グループ2B
Gasoline	ガソリン	グループ2B
Pickled vegetables (traditional in Asia)	アジア式野菜の漬物	グループ2B
Polybrominated biphenyls	ポリ臭化ビフェニル	グループ2B
Toxaphene (Polychlorinated camphenes)	トキサフェン	グループ2B
Toxins derived from Fusarium moniliforme	フザリウム ''Fusarium moniliforme'' 由来の毒素	グループ2B
Carpentry and joinery	大工・建具作業に従事	グループ2B
Cobalt metal without tungsten carbide	金属コバルトを扱う（タングステンカーバイドは除く）	グループ2B
Dry cleaning (occupational exposures in)	ドライクリーニングに従事	グループ2B
Printing processes (occupational exposures in)	印刷作業に従事	グループ2B
Textile manufacturing industry (work in)	服飾製造業に従事	グループ2B
Aciclovir	アシクロビル	グループ3
Acridine orange	アクリジンオレンジ	グループ3
Acriflavinium chloride	塩化アクリフラビニウム	グループ3
Acrolein	アクロレイン	グループ3
Acrylic acid	アクリル酸	グループ3
Acrylic fibres	アクリル繊維	グループ3
Acrylonitrile-butadiene-styrene copolymers	ABS樹脂	グループ3
Actinomycin D	アクチノマイシンD	グループ3
Agaritine	アガリチン	グループ3
Aldicarb	アルジカルブ	グループ3
Aldrin	アルドリン	グループ3
Allyl chloride	塩化アリル	グループ3
Allyl isothiocyanate	イソチオシアン酸アリル	グループ3
Allyl isovalerate	イソ吉草酸アリル	グループ3
Amaranth	アマランサス	グループ3
5-Aminoacenaphthene	5-アミノアセナフテン	グループ3
2-Aminoanthraquinone	2-アミノアントラキノン	グループ3
para-Aminobenzoic acid	パラアミノ安息香酸	グループ3
