1002-88-6	オクタデカン酸コバルト(2+)	Cobalt distearate	CAJ
10020-05-0	没食子酸ニコチン	Nicotine, gallate	CAJ
100215-47-2		Zeolite	
1002158-67-9	二酸化塩素	Chlorine oxide (ClO2)	CAJ
10022-31-8	硝酸バリウム	Barium nitrate	CAJ
10022-47-6	硫酸クロム（ＩＩＩ）アンモニウム・十二水和物	Sulfuric acid, ammonium chromium(3+) salt (2:1:1), dodecahydrate	CAJ
10022-48-7	クロム酸(H2Cr2O7), 二リチウム塩, 二水和物	Chromic acid (H2Cr2O7), dilithium salt, dihydrate	CAJ
10022-50-1	フッ化ニトリル	Nitryl fluoride	CAJ
10022-52-3	臭素酸ストロンチウム一水和物	Strontium bromate monohydrate	CAJ
10022-68-1	硝酸カドミウム（Ｃｄ（ＮＯ３）２）四水和物	Cadmium(II) nitrate, tetrahydrate (1:2:4)	CAJ
10022-70-5	塩素酸ナトリウム	Sodium hypochlorite pentahydrate	CAJ
100231-59-2	ナトリウム=[4-[[6-[(4-アミノ-6-クロロ-1,3,5-トリアジン-2-イル)アミノ]-1-ヒドロキシ-3-スルホ-2-ナフチル]アゾ]-3-ヒドロキシ-7-ニトロナフタレン-1-スルホナト(4-)]コバルタート(1-)	Sodium [4-[[6-[(4-amino-6-chloro-1,3,5-triazin-2-yl)amino]-1-hydroxy-3-sulpho-2-naphthyl]azo]-3-hydroxy-7-nitronaphthalene-1-sulphonato(4-)]cobaltate(1-)	CAJ
100231-60-5	ナトリウム=[4-[[6-[(4-アミノ-6-クロロ-1,3,5-トリアジン-2-イル)アミノ]-1-ヒドロキシ-3-スルホ-2-ナフチル]アゾ]-3-ヒドロキシ-7-ニトロナフタレン-1-スルホナト(4-)]クロマート(1-)	Sodium [4-[[6-[(4-amino-6-chloro-1,3,5-triazin-2-yl)amino]-1-hydroxy-3-sulpho-2-naphthyl]azo]-3-hydroxy-7-nitronaphthalene-1-sulphonato(4-)]chromate(1-)	CAJ
100231-65-0	ノニル＝Ｄ-グルコシド	Nonyl D-glucoside	CAJ
100234-53-5		N-Methyl-N'-nitro-N-nitrosoguanidine	
100237-02-3	ランタンとニッケルの化合物(1:5)	Lanthanum, compound with nickel (1:5)	CAJ
10024-10-9	ジカテコールボレートのジ-ｏ-トリルグアニジン塩	Borate(1-), bis[1,2-benzenediolato(2-)-.kappa.O,.kappa.O']-, (T-4)-, hydrogen, compound with N,N'-bis(2-methylphenyl)guanidine (1:1)	CAJ
10024-66-5	2-ヒドロキシ-1,2,3-プロパントリカルボン酸/マンガン (1:?)	1,2,3-Propanetricarboxylic acid, 2-hydroxy-, manganese salt	CAJ
10024-97-2	一酸化二窒素	Nitrous oxide	CAJ
100242-87-3	メタクリル酸2-エチルヘキシル	2-Ethylhexyl methacrylate	CAJ
100243-42-3	ペンタデシル＝Ｄ-グルコシド	Pentadecyl D-glucoside	CAJ
10025-64-6	過塩素酸亜鉛六水和物	Zinc perchlorate hexahydrate	CAJ
10025-67-9	一塩化硫黄(S2Cl2)	Sulfur chloride (S2Cl2)	CAJ
10025-68-0	セレン クロリド (Se2Cl2)	Selenium chloride (Se2Cl2)	CAJ
10025-69-1	塩化スズ(2+)二水和物	Tin chloride (SnCl2), dihydrate	CAJ
10025-70-4	二塩化ストロンチウム六水和物	Strontium chloride (SrCl2), hexahydrate	CAJ
10025-73-7	塩化第二クロム	Chromic chloride	CAJ
10025-78-2	トリクロロシラン	Trichlorosilane	CAJ
10025-82-8	塩化インジウム(3+)	Indium chloride (InCl3)	CAJ
10025-87-3	塩化ホスホリル	Phosphoric trichloride	CAJ
10025-91-9	塩化アンチモン	Antimony trichloride	CAJ
10025-93-1	三塩化ウラン	Uranium trichloride	CAJ
100258-44-4	亜ヒ酸ストリキニーネ(1:1)	Strychnidin-10-one, arsenite (1:1)	CAJ
10026-03-6	塩化セレン (セクル4), (T-4)-	Selenium chloride (SeCl4), (T-4)-	CAJ
10026-04-7	四塩化ケイ素	Silicon tetrachloride	CAJ
10026-06-9	塩化第二スズ(五水和物)	Stannic chloride, pentahydrate	CAJ
10026-07-0	四塩化テルル	Tellurium tetrachloride	CAJ
10026-10-5	塩化ウラン（ＵＣｌ４）	Uranium tetrachloride	CAJ
10026-13-8	五塩化りん	Phosphorus pentachloride	CAJ
10026-17-2	フッ化コバルト(II)	Cobalt(II) fluoride	CAJ
10026-18-3	フッ化コバルト（ＣｏＦ３）	Cobalt fluoride (CoF3)	CAJ
10026-19-4	ヨウ化第一コバルト六水和物	Cobaltous iodide hexahydrate	CAJ
10026-20-7	硫酸カリウムコバルト（ＩＩ）・六水和物	Cobalt(II) potassium sulfate hexahydrate	CAJ
10026-21-8	セレン酸第一コバルトカリウム六水和物	Potassium cobaltous selenate hexahydrate	CAJ
10026-22-9	硝酸コバルト(II)六水和物	Cobalt(II) nitrate, hexahydrate	CAJ
10026-23-0	亜セレン酸コバルト(2+)	Cobalt(2+) selenite	CAJ
10026-24-1	硫酸コバルト(2+)七水和物	Sulfuric acid, cobalt(2+) salt (1:1), heptahydrate	CAJ
10027-12-0	ビス[2,4-ジヒドロ-4-[2-[2-(ヒドロキシ-.kappa.O)-4-ニトロフェニル]ジアゼニル-.kappa.N1]-5-メチル-2-フェニル-3H-ピラゾール-3-オナト(2-)-.kappa.O3]クロム酸水素(1:1)	Chromate(1-), bis[2,4-dihydro-4-[2-[2-(hydroxy-.kappa.O)-4-nitrophenyl]diazenyl-.kappa.N1]-5-methyl-2-phenyl-3H-pyrazol-3-onato(2-)-.kappa.O3]-, hydrogen (1:1)	CAJ
10028-15-6	オゾン	Ozone	LOLI
10028-16-7	テルル, Te2	Tellurium, Te2	CAJ
10028-17-8	トリチウム	Tritium	CAJ
10028-18-9	フッ化ニッケル (NiF2)	Nickel fluoride (NiF2)	CAJ
10029-36-4	酢酸コバルト	Acetic acid, cobalt salt	CAJ
100292-13-5	ニトログリセリン	Nitroglycerin	CAJ
100292-32-8		Titanium dioxide	
100295-82-7	２-メチルヘキサン-３-オール	3-Hexanol, 2-methyl-, (.+-.)-	CAJ
100295-83-8	５-メチルヘキサン-３-オール	3-Hexanol, 5-methyl-, (.+-.)-	CAJ
100298-63-3	[(2-ヒドロキシ-1-ナフタレニル)アゾ]-5-メチルベンゼンスルホン酸マンガン錯体	Manganese, [(2-hydroxy-1-naphthalenyl)azo]-5-methylbenzenesulfonate complexes	CAJ
1003-05-0	(.eta.5-2,4-シクロペンタジエン-1-イル)タリウム	Thallium, (.eta.5-2,4-cyclopentadien-1-yl)-	CAJ
1003-26-5	クロロ(シクロペンタ-2,4-ジエン-1-イル)水銀	Chloro(cyclopenta-2,4-dien-1-yl)mercury	CAJ
1003-31-2	チオフェン-２-カルボニトリル	Thiophene-2-carbonitrile	CAJ
1003049-92-0	ケイ酸バリウムユーロピウムストロンチウム ((Ba,Eu,Sr)2(SiO4))	Barium europium strontium silicate ((Ba,Eu,Sr)2(SiO4))	CAJ
100308-01-8	N-(2,6-ジメチルフェニル)-N-(メトキシアセチル)-DL-アラニンメチルと2-シアノ-N-[(エチルアミノ)カルボニル]-2-(メトキシイミノ)アセトアミド, [[1,2-エタンジイルビス[カルバモジチオアト]](2-)]マンガン及び[[1,2-エタンジイルビス[カルバモジチオアト]](2-)]亜鉛との混合物	DL-Alanine, N-(2,6-dimethylphenyl)-N-(methoxyacetyl)-, methyl ester, mixture with 2-cyano-N-[(ethylamino)carbonyl]-2-(methoxyimino)acetamide, [[1,2-ethanediylbis[carbamodithioato]](2-)]manganese and [[1,2-ethanediylbis[carbamodithioato]](2-)]zinc	CAJ
100308-02-9	[[1,2-エタンジイルビス[カルバモジチオアト]](2-)]マンガンとN-(3-クロロフェニル)-N-(テトラヒドロ-2-オキソ-3-フラニル)シクロプロパンカルボキサミド, 2-シアノ-N-[(エチルアミノ)カルボニル]-2-(メトキシイミノ)アセトアミド及び[[1,2-エタンジイルビス[カルバモジチオアト]](2-)]亜鉛との混合物	Manganese, [[1,2-ethanediylbis[carbamodithioato]](2-)]-, mixture with N-(3-chlorophenyl)-N-(tetrahydro-2-oxo-3-furanyl)cyclopropanecarboxamide, 2-cyano-N-[(ethylamino)carbonyl]-2-(methoxyimino)acetamide and [[1,2-ethanediylbis[carbamodithioato]](2-)]zinc	CAJ
100308-08-5	[[1,2-エタンジイルビス[カルバモジチオアト]](2-)]マンガンとN-(2,6-ジメチルフェニル)-2-メトキシ-N-(2-オキソ-3-オキサゾリジニル)アセトアミド, [[1,2-エタンジイルビス[カルバモジチオアト]](2-)]亜鉛及びエチルホスホン酸水素アルミニウム塩との混合物	Manganese, [[1,2-ethanediylbis[carbamodithioato]](2-)]-, mixture with N-(2,6-dimethylphenyl)-2-methoxy-N-(2-oxo-3-oxazolidinyl)acetamide, [[1,2-ethanediylbis[carbamodithioato]](2-)]zinc and ethyl hydrogen phosphonate aluminum salt	CAJ
10031-13-7	亜ヒ酸鉛	Lead arsenite	CAJ
10031-16-0	二クロム酸バリウム二水和物	Barium dichromate dihydrate	CAJ
10031-18-2	臭化水銀（ＨｇＢｒ）	Mercury bromide (HgBr)	CAJ
10031-20-6	臭化マンガン(2+)四水和物	Manganese bromide (MnBr2), tetrahydrate	CAJ
10031-21-7	臭素酸鉛(II)一水和物	Lead(II) bromate monohydrate	CAJ
10031-22-8	臭化鉛（ＰｂＢｒ２）	Lead bromide (PbBr2)	CAJ
10031-24-0	臭化スズ(2+)	Tin bromide (SnBr2)	CAJ
10031-25-1	臭化クロム (CrBr3)	Chromium bromide (CrBr3)	CAJ
10031-27-3	臭化テルル（ＴｅＢｒ４）	Tellurium bromide (TeBr4), (T-4)-	CAJ
10031-34-2	亜硝酸カルシウム一水和物	Nitrous acid, calcium salt, monohydrate	CAJ
10031-37-5	硫酸クロム(3+)(3:2)十五水和物	Sulfuric acid, chromium(3+) salt (3:2), pentadecahydrate	CAJ
10031-43-3	硝酸銅(2+)三水和物	Nitric acid, copper(2+) salt, trihydrate	CAJ
10031-45-5	セレン酸銅(II)五水和物	Copper(II) selenate pentahydrate	CAJ
10031-47-7	テトラヨード水銀酸銅（Ｃｕ２［ＨｇＩ４］）	Mercurate(2-), tetraiodo-, dicopper(1+), (T-4)-	CAJ
10031-48-8	リン酸銅(2+)(2:3)三水和物	Phosphoric acid, copper(2+) salt (2:3), trihydrate	CAJ
10031-59-1	硫酸タリウム	Thallium sulfate	CAJ
100311-01-1	[4-[(2,4,6-トリアミノピリミジン-5-イル)ジアゼニル]フェニル]アルソン酸	[4-[(2,4,6-Triaminopyrimidin-5-yl)diazenyl]phenyl]arsonic acid	CAJ
100329-54-2	コバルト;白金	Cobalt;platinum	CAJ
1003298-84-7	3-クロロ-4-ヒドロキシ-5-メトキシフェニルボロン酸ピナコールエステル	3-Chloro-4-hydroxy-5-methoxyphenylboronic acid, pinacol ester	CAJ
1003300-72-8	モリブデン, ホウ酸塩ネオデカン酸オキソ錯体	Molybdenum, borate neodecanoate oxo complexes	CAJ
10034-81-8	過塩素酸マグネシウム	Magnesium perchlorate	CAJ
10034-82-9	クロム酸ナトリウム (Na2CrO4) 四水和物	Chromic acid (H2CrO4), disodium salt, tetrahydrate	CAJ
10034-85-2	ヨウ化水素	Hydriodic acid	CAJ
10034-88-5	硫酸水素ナトリウム一水和物	Sodium hydrogen sulfate, monohydrate	CAJ
10034-93-2	ヒドラジン-１，２-ジイウム＝スルファート	Hydrazine, sulfate (1:1)	CAJ
10034-96-5	硫酸マンガン一水和物	Manganese sulfate monohydrate	CAJ
100348-34-3	2(又は4)-ヘプチルフェノールバリウム塩	Barium bis[o(or p)-heptylphenolate]	CAJ
10035-04-8	塩化カルシウム，2水和物	Calcium chloride (CaCl2), dihydrate	CAJ
10035-05-9	塩素酸カルシウム二水和物	Chloric acid, calcium salt, dihydrate	CAJ
10035-06-0	硝酸ビスマス(III)五水和物	Bismuth(III) nitrate pentahydrate	CAJ
10035-10-6	臭化水素	Hydrobromic acid	CAJ
100359-07-7	4,4'-[(4-イミノ-3-メチル-2,5-シクロヘキサジエン-1-イリデン)メチレン]ビス[2-メチルアニリン]一塩酸塩	Benzenamine, 4,4'-[(4-imino-3-methyl-2,5-cyclohexadien-1-ylidene)methylene]bis[2-methyl-, monohydrochloride	CAJ
100359-37-3	ポリアクリル酸ナトリウム	Sodium polyacrylate	CAJ
10036-43-8	m-フルオロシアン化ベンジル	m-Fluorobenzyl cyanide	CAJ
100379-00-8	ボロン酸、B-（2,6-ジメチルフェニル）-	Boronic acid, B-(2,6-dimethylphenyl)-	CAJ
1003845-06-4	2-クロロピリミジン-5-ボロン酸	2-Chlorpyrimidine-5-boronic acid	CAJ
1003845-08-6	2-クロロピリミジン-5-ボロン酸ピナコールエステル	2-Chloropyrimidine-5-boronic acid, pinacol ester	CAJ
10039-31-3	セレン酸ベリリウム四水和物	Beryllium selenate tetrahydrate	CAJ
10039-33-5	ビス（２-エタン-１-イルヘキサン-１-イル）＝４，４'-［（ジオクタン-１-イルスタンニレン）ビスオキシ］ビス（４-オキソブタ-２-エノアート）	5,7,12-Trioxa-6-stannaoctadeca-2,9-dienoic acid, 14-ethyl-6,6-dioctyl-4,8,11-trioxo-, 2-ethylhexyl ester	CAJ
10039-54-0	硫酸ビス(ヒドロキシルアンモニウム)	Hydroxylamine sulfate (2:1)	CAJ
10039-55-1	ヒドラジン＝一ヨウ化水素酸塩	Hydrazine, monohydriodide	CAJ
1004-03-1	5-フルオロウラシル	5-Fluorouracil	CAJ
1004-35-9	１，３，５-トリメチルシクロトリボラザン	Borazine, 1,3,5-trimethyl-	CAJ
100402-46-8	酸化アルミニウムガリウムマグネシウム亜鉛, マンガンドープ	Aluminum gallium magnesium zinc oxide, manganese-doped	CAJ
100402-47-9	酸化アルミニウムランタンイットリウム, セリウム及びマンガンドープ	Aluminum lanthanum yttrium oxide, cerium and manganese-doped	CAJ
100402-53-7	トリリン酸塩化カドミウムマンガンドープ塗料	Cadmium chloride phosphate (Cd5Cl(PO4)3), manganese-doped	CAJ
100402-65-1	炉内のクロム酸（Ｈ２ＣｒＯ４）ジアンモニウム塩とマンガン（Ⅱ）二硝酸のアンモニア反応生成による銅	Nitric acid, copper(2+) salt, reaction products with ammonia, chromic acid (H2CrO4) diammonium salt and manganese(2+) dinitrate, kilned	CAJ
100402-96-8	ケイ酸（Ｈ２ＳｉＯ３）、カルシウム塩（１：１）、鉛とマンガンドープ塗料	Silicic acid, calcium salt (1:1), lead and manganese-doped	CAJ
100403-01-8	ケイ酸 (H6Si2O7) イットリウム(3+)塩(1:2), セリウムドープ	Silicic acid (H6Si2O7), yttrium(3+) salt (1:2), cerium-doped	CAJ
100403-02-9	硫酸カルシウムストロンチウム塩, セリウム, リチウム及びマンガンドープ	Sulfuric acid, calcium strontium salt, cerium and lithium and manganese-doped	CAJ
100403-10-9	オキソビス[ホスファト(3-)]チタナート(4-)バリウム(1:2), ウランドープ	Titanate(4-), oxobis[phosphato(3-)]-, barium (1:2), uranium-doped	CAJ
100403-11-0	リン酸酸化バナジウムイットリウム, ジスプロシウム及びユーロピウムドープ	Vanadium yttrium oxide phosphate, dysprosium and europium-doped	CAJ
100403-12-1	ケイ酸酸化イットリウム (Y2O(SiO4)), セリウムドープ	Yttrium oxide silicate (Y2O(SiO4)), cerium-doped	CAJ
100403-18-7	硫酸化ヒマシ油と9-(2-カルボキシフェニル)-3,6-ビス(ジエチルアミノ)キサンチリウム, 2-[3-(1,3-ジヒドロ-1,3,3-トリメチル-2H-インドール-2-イリデン)-1-プロペニル]-1,3,3-トリメチル-3H-インドリウム及び9-[2-(エトキシカルボニル)フェニル]-3,6-ビス(エチルアミノ)キサンチリウムとの塩, アルミニウムバリウム塩	Castor oil, sulfated, salts with 9-(2-carboxyphenyl)-3,6-bis(diethylamino)xanthylium, 2-[3-(1,3-dihydro-1,3,3-trimethyl-2H-indol-2-ylidene)-1-propenyl]-1,3,3-trimethyl-3H-indolium and 9-[2-(ethoxycarbonyl)phenyl]-3,6-bis(ethylamino)xanthylium, aluminum barium salts	CAJ
100403-63-2	残渣, 亜鉛精錬煙灰排水, 水銀-セレン	Residues, zinc refining flue dust wastewater, mercury-selenium	CAJ
10042-59-8	２-プロピルヘプタン-１-オール	1-Heptanol, 2-propyl-	CAJ
10042-76-9	硝酸ストロンチウム	Strontium nitrate	CAJ
10042-84-9	N,N-ビス(カルボキシメチル)グリシン/ナトリウム	Nitrilotriacetic acid, sodium salts	CAJ
10042-99-6	三酸化アンチモン	Antimony trioxide	CAJ
10043-11-5	窒化ホウ素(BN)	Boron nitride (BN)	CAJ
10043-22-8	シュウ酸カリウム	Ethanedioic acid, potassium salt	CAJ
10043-35-3	ホウ酸	Boric acid (H3BO3)	CAJ
10043-52-4	塩化カルシウム	Calcium chloride	CAJ
10043-66-0	ヨウ素131	Iodine 131	CAJ
10043-84-2	ホスフィン酸マンガン（ＩＩ）	Phosphinic acid, manganese(2+) salt (2:1)	CAJ
100431-82-1	（Ｒ）-３-エチル-４-メチルペンタン-１-オール	1-Pentanol, 3-ethyl-4-methyl-, (R)-	CAJ
100431-87-6	（Ｓ）-３-エチル-４-メチルペンタン-１-オール	1-Pentanol, 3-ethyl-4-methyl-, (S)-	CAJ
100435-91-4	2,2'-スルフィニルビス(4,6-ジクロロフェノール)とニコチンとの化合物	Phenol, 2,2'-sulfinyl bis 4,6-dichloro-, compound with nicotine	CAJ
100438-90-2	酸化ニッケル銀	Nickel silver oxide	CAJ
100444-33-5	バリウム＝ビス（４-メチルベンゾアート）＝二水和物	Benzoic acid, 4-methyl-, barium salt, dihydrate	CAJ
10045-94-0	硝酸水銀(II)	Mercury(II) nitrate	CAJ
1004522-95-5	2-プロパノールチタン(4+)塩	2-Propanol, titanium(4+) salt	CAJ
10046-00-1	ヒドロキシルアミン硫酸塩(1:1)	Hydroxylamine sulfate (1:1)	CAJ
100465-65-4		Trimethylolpropane triacrylate	
