1-165	0	Nonylphenols	ノニルフェノール
1-166	0	Vanadium and its compounds	バナジウム及びその化合物
1-167	0	5'-[N,N-Bis(2-acetyloxyethyl)amino]-2'-(2-bromo-4,6-dinitrophenylazo)-4'-methoxyacetanilide	５'-［Ｎ，Ｎ-ビス（２-アセチルオキシエチル）アミノ］-２'-（２-ブロモ-４，６-ジニトロフェニルアゾ）-４'-メトキシアセトアニリド
1-168	0	1,3-Bis(2,3-epoxypropoxy)benzene	1,3-ビス[(2,3-エポキシプロピル)オキシ]ベンゼン
1-169	0	Zinc bis(N,N-dimethyldithiocarbamate) (synonym: Ziram)	ビス（Ｎ，Ｎ-ジメチルジチオカルバミン酸）亜鉛（別名ジラム）
1-171	0	Hydrazine	ヒドラジン
1-172	0	Hydroquinone	ヒドロキノン
1-173	0	4-Vinyl-1-cyclohexene	４-ビニル-１-シクロヘキセン
1-174	0	2-Vinylpyridine	２-ビニルピリジン
1-175	0	N-Vinyl-2-pyrrolidone	Ｎ-ビニル-２-ピロリドン
1-176	0	Biphenyl	ビフェニル
1-177	0	Piperazine	ピペラジン
1-178	0	Pyridine	ピリジン
1-179	0	Pyrene	ピレン
1-180	0	Phenylhydrazine	フェニルヒドラジン
1-181	0	2-Phenylphenol	２-フェニルフェノール
1-182	0	N-Phenylmaleimide	Ｎ-フェニルマレイミド
1-183	0	Phenylenediamine	フェニレンジアミン
1-184	0	p-Phenetidine	パラ-フェネチジン
1-185	0	Phenol	フェノール
1-187	0	Diallyl phthalate	フタル酸ジアリル
1-188	0	Di(2-ethylhexyl) phthalate (synonym: Bis(2-ethylhexyl) phthalate)	フタル酸ジ-２-エチルヘキシル（別名：フタル酸ビス（２-エチルヘキシル））
1-189	0	Dibutyl phthalate (synonym: Di-n-butyl phthalate)	フタル酸ジブチル（別名：フタル酸ジ-ｎ-ブチル）
1-190	0	n-Butyl benzyl phthalate	フタル酸ノルマル-ブチル＝ベンジル
1-191	0	n-Butyl 2,3-epoxypropyl ether	ノルマル-ブチル-２，３-エポキシプロピルエーテル
1-192	0	Butylhydroxyanisole (synonym: BHA)	ブチルヒドロキシアニソール（別名：ＢＨＡ）
1-193	0	tert-Butyl hydroperoxide	ｔｅｒｔ-ブチル＝ヒドロペルオキシド
1-194	0	Fluorides (water-soluble inorganic compounds only)	フッ化物（水溶性無機化合物に限る）
1-195	0	2-Butenal	２-ブテナール
1-196	0	Furan	フラン
1-197	0	Fluoranthene	フルオランテン
1-198	0	Fluorene	フルオレン
1-199	0	2-Propyn-1-ol	２-プロピン-１-オール
1-200	0	1-Bromopropane	１-ブロモプロパン
1-201	0	2-Bromopropane	２-ブロモプロパン
1-202	0	Bromoform (synonym: Tribromomethane)	ブロモホルム（別名：トリブロモメタン）
1-203	0	Bromomethane (synonym: Methyl bromide)	ブロモメタン（別名：臭化メチル）
1-204	0	Hexachlorobenzene	ヘキサクロロベンゼン
1-205	0	Hexamethylenediamine	ヘキサメチレンジアミン
1-206	0	Hexamethylene diisocyanate	ヘキサメチレン＝ジイソシアネート
1-207	0	Hexane (synonym: n-Hexane)	ヘキサン（別名：ｎ-ヘキサン）
1-209	0	Water-soluble salts of peroxodisulfuric acid	ペルオキソ二硫酸の水溶性塩
1-210	0	Perfluoro(octane-1-sulfonic acid) (synonym: PFOS)	ペルフルオロ（オクタン-１-スルホン酸）（別名ＰＦＯＳ）
1-212	0	1,2,4-Benzenetricarboxylic 1,2-anhydride	１，２，４-ベンゼントリカルボン酸１，２-無水物
1-213	0	Benz[a]anthracene	ベンゾ[a]アントラセン
1-214	0	Benzotrichloride (synonym: Benzylidyne trichloride)	ベンゾトリクロライド（別名：ベンジリジン＝トリクロリド）
1-216	0	Benzo[e]pyrene	ベンゾ［ｅ］ピレン
1-217	0	Benzo[b]fluoranthene	ベンゾ［ｂ］フルオランテン
1-218	0	Benzo[j]fluoranthene	ベンゾ［ｊ］フルオランテン
1-219	0	Benzo[k]fluoranthene	ベンゾ［ｋ］フルオランテン
1-220	0	Pentachlorobenzene	ペンタクロロベンゼン
1-221	0	Boron compounds	ほう素化合物
1-222	0	Polychlorinated naphthalenes	ポリ塩化ナフタレン
1-223	0	Polychlorinated biphenyls (synonym: PCB or Polychlorinated biphenyls)	ポリ塩素化ビフェニル（別名：PCB、ポリ塩化ビフェニル）
1-226	0	Maleic anhydride	無水マレイン酸
1-227	0	Methacrylic acid	メタクリル酸
1-228	0	2,3-Epoxypropyl methacrylate	メタクリル酸２，３-エポキシプロピル
1-229	0	Methyl methacrylate	メタクリル酸メチル
1-230	0	N-Methylaniline	Ｎ-メチルアニリン
1-231	0	Methylamine	メチルアミン
1-232	0	1-Naphthyl N-methylcarbamate (synonym: Carbaryl or NAC)	Ｎ-メチルカルバミン酸１-ナフチル（別名：カルバリル又はＮＡＣ）
1-233	0	2-sec-Butylphenyl N-methylcarbamate (synonym: Fenobucarb or BPMC)	Ｎ-メチルカルバミン酸２-ｓｅｃ-ブチルフェニル（別名：フェノブカルブ又はＢＰＭＣ）
1-234	0	3-Methylthiopropanal	３-メチルチオプロパナール
1-235	0	1-Methylnaphthalene	１-メチルナフタレン
1-236	0	2-Methylnaphthalene	２-メチルナフタレン
1-237	0	4,4'-Methylenedianiline	４，４'-メチレンジアニリン
1-238	0	4,4'-Methylenebis(2-chloroaniline) (synonym: 3,3'-Dichloro-4,4'-diaminodiphenylmethane)	４，４'-メチレンビス（２-クロロアニリン）（別名：３，３'-ジクロロ-４，４'-ジアミノジフェニルメタン）
1-239	0	Methylenebis(4,1-cyclohexylene) diisocyanate	メチレンビス（４，１-シクロヘキシレン）＝ジイソシアネート
1-240	0	Methylenebis(4-phenyl isocyanate) (synonym: Methylenebis(4,1-phenylene) diisocyanate)	メチレンビス（４-フェニルイソシアネート）（別名：メチレンビス（４，１-フェニレン）＝ジイソシアネート）
1-241	0	2-Methoxyethanol (synonym: Ethylene glycol monomethyl ether)	２-メトキシエタノール（別名：エチレングリコールモノメチルエーテル）
1-242	0	2-Mercaptoimidazoline (synonym: Ethylenethiourea or 2-Imidazolidinethione)	２-メルカプトイミダゾリン（別名：エチレンチオウレア、２-イミダゾリジンチオン）
1-243	0	Molybdenum and its compounds	モリブデン及びその化合物
1-244	0	Morpholine	モルホリン
1-245	0	Dimethyl 2,2-dichlorovinyl phosphate (synonym: Dichlorvos or DDVP)	りん酸ジメチル＝２，２-ジクロロビニル（別名：ジクロルボス又はＤＤＶＰ）
1-246	0	Tris(chloroethyl) phosphate (synonym: Tris(2-chloroethyl) phosphate)	リン酸トリス（クロロエチル）（別名：りん酸トリス（２-クロロエチル））
1-247	0	Tris(2,3-dibromopropyl) phosphate	りん酸トリス（２，３-ジブロモプロピル）
1-248	0	Tritolyl phosphate	りん酸トリトリル
2-01	1	Acrylonitrile	アクリルニトリル
2-02	1	Acetaldehyde	アセトアルデヒド
2-03	1	Vinyl chloride monomer (synonym: Chloroethylene or Vinyl chloride)	塩化ビニルモノマー（別名：クロロエチレン、塩化ビニル）
2-04	1	Methyl chloride (synonym: Chloromethane)	塩化メチル（別名：クロロメタン）
2-05	1	Chromium and chromium(III) compounds	クロム及び三価クロム化合物
2-06	1	Chromium(VI) compounds	六価クロム化合物
2-07	1	Chloroform	クロロホルム
2-08	1	Ethylene oxide	エチレンオキシド
2-09	1	1,2-Dichloroethane	１，２-ジクロロエタン
2-10	1	Dichloromethane (synonym: Methylene dichloride)	ジクロロメタン(別名二塩化メチレン)
2-11	1	Mercury and its compounds	水銀及びその化合物
2-12	1	Dioxins	ダイオキシン類
2-13	1	Tetrachloroethylene	テトラクロロエチレン
2-14	1	Trichloroethylene	トリクロロエチレン
2-15	1	Toluene	トルエン
2-16	1	Nickel compounds	ニッケル化合物
2-17	1	Arsenic and its compounds	砒素及びその化合物
2-18	1	1,3-Butadiene	１，３-ブタジエン
2-19	1	Beryllium and its compounds	ベリリウム及びその化合物
2-20	1	Benzene	ベンゼン
2-21	1	Benzo[a]pyrene	ベンゾ［ａ］ピレン
2-22	1	Formaldehyde	ホルムアルデヒド
2-23	1	Manganese and its compounds	マンガン及びその化合物
